filename,width,height,class,xmin,ymin,xmax,ymax
sg150.jpg,960,540,poop,657,175,760,261
sg151.jpg,960,540,poop,792,173,900,258
sg152.jpg,960,540,poop,907,170,960,251
sg153.jpg,960,540,poop,1,266,23,323
sg154.jpg,960,540,poop,42,262,152,356
sg155.jpg,960,540,poop,148,265,260,359
sg156.jpg,960,540,poop,288,260,393,357
sg157.jpg,960,540,poop,413,264,514,358
sg158.jpg,960,540,poop,545,268,654,360
sg159.jpg,960,540,poop,669,264,782,364
sg16.jpg,960,540,poop,346,25,420,103
sg160.jpg,960,540,poop,810,257,933,352
sg161.jpg,960,540,poop,934,268,960,356
sg162.jpg,960,540,poop,1,376,98,486
sg163.jpg,960,540,poop,103,388,224,503
sg164.jpg,960,540,poop,261,391,383,509
sg165.jpg,960,540,poop,431,389,549,507
sg166.jpg,960,540,poop,553,382,674,500
sg167.jpg,960,540,poop,715,389,849,509
sg168.jpg,960,540,poop,844,383,960,500
sg17.jpg,960,540,poop,441,28,517,103
sg18.jpg,960,540,poop,539,22,617,99
sg19.jpg,960,540,poop,643,19,727,97
sg2.jpg,960,540,poop,85,1,154,38
sg20.jpg,960,540,poop,746,17,834,96
sg21.jpg,960,540,poop,852,18,942,100
sg22.jpg,960,540,poop,939,29,960,78
sg23.jpg,960,540,poop,1,100,95,172
sg24.jpg,960,540,poop,103,100,204,172
sg25.jpg,960,540,poop,215,101,305,171
sg26.jpg,960,540,poop,337,105,415,170
sg27.jpg,960,540,poop,444,103,520,166
sg28.jpg,960,540,poop,541,103,624,171
sg29.jpg,960,540,poop,650,99,739,168
sg3.jpg,960,540,poop,176,1,244,41
sg30.jpg,960,540,poop,761,92,851,164
sg31.jpg,960,540,poop,873,93,960,165
sg32.jpg,960,540,poop,1,176,56,254
sg33.jpg,960,540,poop,82,174,172,254
sg34.jpg,960,540,poop,196,166,284,250
sg35.jpg,960,540,poop,315,162,402,251
sg36.jpg,960,540,poop,428,157,519,251
sg37.jpg,960,540,poop,539,176,637,257
sg38.jpg,960,540,poop,663,175,756,254
sg39.jpg,960,540,poop,787,171,886,249
sg4.jpg,960,540,poop,268,1,333,38
sg40.jpg,960,540,poop,899,173,960,254
sg41.jpg,960,540,poop,1,256,28,332
sg42.jpg,960,540,poop,33,268,136,359
sg43.jpg,960,540,poop,152,248,252,356
sg44.jpg,960,540,poop,274,264,376,357
sg45.jpg,960,540,poop,426,265,529,357
sg46.jpg,960,540,poop,549,268,655,358
sg47.jpg,960,540,poop,676,264,792,357
sg48.jpg,960,540,poop,813,244,932,357
sg49.jpg,960,540,poop,934,247,960,325
sg5.jpg,960,540,poop,359,1,425,41
sg50.jpg,960,540,poop,1,375,109,488
sg51.jpg,960,540,poop,83,369,220,487
sg52.jpg,960,540,poop,252,379,364,483
sg53.jpg,960,540,poop,422,374,527,484
sg54.jpg,960,540,poop,575,373,694,494
sg55.jpg,960,540,poop,697,362,823,495
sg56.jpg,960,540,poop,856,375,960,487
sg57.jpg,960,540,poop,8,1,73,38
sg58.jpg,960,540,poop,85,1,152,42
sg59.jpg,960,540,poop,173,1,237,37
sg6.jpg,960,540,poop,454,1,518,38
sg60.jpg,960,540,poop,264,1,324,36
sg61.jpg,960,540,poop,362,1,421,36
sg62.jpg,960,540,poop,446,1,505,36
sg63.jpg,960,540,poop,533,1,594,38
sg64.jpg,960,540,poop,626,1,690,38
sg65.jpg,960,540,poop,732,1,802,38
sg66.jpg,960,540,poop,832,1,902,36
sg67.jpg,960,540,poop,917,1,960,35
sg68.jpg,960,540,poop,1,40,41,104
sg69.jpg,960,540,poop,47,44,119,105
sg7.jpg,960,540,poop,542,1,610,39
sg70.jpg,960,540,poop,150,45,215,106
sg71.jpg,960,540,poop,253,43,315,105
sg72.jpg,960,540,poop,353,42,415,105
sg73.jpg,960,540,poop,440,42,502,102
sg74.jpg,960,540,poop,560,32,626,99
sg75.jpg,960,540,poop,650,32,719,98
sg76.jpg,960,540,poop,752,30,819,95
sg77.jpg,960,540,poop,869,27,942,92
sg78.jpg,960,540,poop,940,31,960,78
sg79.jpg,960,540,poop,16,99,89,167
sg8.jpg,960,540,poop,635,1,705,38
sg80.jpg,960,540,poop,132,113,209,175
sg81.jpg,960,540,poop,230,107,306,177
sg82.jpg,960,540,poop,338,106,408,170
sg83.jpg,960,540,poop,446,106,518,172
sg84.jpg,960,540,poop,550,99,618,164
sg85.jpg,960,540,poop,650,96,721,165
sg86.jpg,960,540,poop,763,95,842,168
sg87.jpg,960,540,poop,882,92,960,172
sg88.jpg,960,540,poop,1,174,63,251
sg89.jpg,960,540,poop,83,179,167,255
sg9.jpg,960,540,poop,729,1,803,35
sg90.jpg,960,540,poop,194,182,274,256
sg91.jpg,960,540,poop,319,182,397,258
sg92.jpg,960,540,poop,442,180,517,256
sg93.jpg,960,540,poop,556,179,639,254
sg94.jpg,960,540,poop,672,174,753,251
sg95.jpg,960,540,poop,786,171,872,249
sg96.jpg,960,540,poop,894,172,960,249
sg97.jpg,960,540,poop,1,262,29,332
sg98.jpg,960,540,poop,37,269,130,354
sg99.jpg,960,540,poop,178,271,264,352
